id,weapon,category,season,rank,points
164,Foil,Veterans,2016/2017,78,0.000
164,Foil,Veterans,2016/2017,78,0.000
164,Foil,Veterans,2017/2018,37,0.000
164,Foil,Veterans,2017/2018,37,0.000
234,Foil,Senior,2007/2008,52,56.000
234,Foil,Senior,2008/2009,80,22.000
1276,Sabre,Senior,2005/2006,72,16.000
1276,Sabre,Senior,2005/2006,72,16.000
1276,Sabre,Senior,2006/2007,306,0.000
1276,Sabre,Senior,2006/2007,306,0.000
1276,Sabre,Senior,2007/2008,384,0.000
1276,Sabre,Senior,2007/2008,384,0.000
1276,Sabre,Senior,2008/2009,281,0.000
1276,Sabre,Senior,2008/2009,281,0.000
1412,Foil,Senior,2002/2003,49,4.000
1412,Foil,Senior,2003/2004,56,23.000
1412,Foil,Senior,2004/2005,50,27.000
1412,Foil,Senior,2005/2006,224,2.000
1412,Foil,Senior,2006/2007,156,4.000
1412,Foil,Senior,2016/2017,71,21.000
1424,Foil,Senior,2003/2004,83,12.000
1424,Foil,Senior,2004/2005,30,40.000
1424,Foil,Senior,2005/2006,131,6.000
1424,Foil,Senior,2006/2007,51,32.000
1424,Foil,Senior,2007/2008,64,48.000
1424,Foil,Senior,2008/2009,149,6.000
1424,Foil,Senior,2010/2011,145,8.000
1424,Foil,Senior,2011/2012,60,21.000
1424,Foil,Senior,2013/2014,96,12.000
1424,Foil,Senior,2014/2015,300,0.000
1424,Foil,Senior,2015/2016,141,6.000
1455,Foil,Junior,2006/2007,153,6.000
1455,Foil,Senior,2003/2004,184,2.000
1455,Foil,Senior,2004/2005,68,14.000
1455,Foil,Senior,2005/2006,133,6.000
1455,Foil,Senior,2006/2007,313,0.000
1455,Foil,Senior,2007/2008,126,12.000
1455,Foil,Senior,2008/2009,156,4.000
1455,Foil,Senior,2010/2011,151,8.000
1455,Foil,Senior,2011/2012,125,6.000
1455,Foil,Senior,2012/2013,90,12.000
1455,Foil,Senior,2013/2014,51,28.000
1455,Foil,Senior,2014/2015,77,17.000
1455,Foil,Senior,2015/2016,61,23.000
1455,Foil,Senior,2016/2017,101,9.500
1455,Foil,Senior,2017/2018,75,19.000
1455,Foil,Senior,2018/2019,80,19.000
1455,Foil,Senior,2019/2020,104,13.750
1455,Foil,Senior,2020/2021,98,14.500
1455,Foil,Senior,2021/2022,93,16.000
1522,Sabre,Senior,2006/2007,221,2.000
1522,Sabre,Senior,2006/2007,221,2.000
1522,Sabre,Veterans,2017/2018,59,0.000
1522,Sabre,Veterans,2017/2018,59,0.000
1610,Foil,Senior,2006/2007,345,0.000
1610,Foil,Senior,2006/2007,345,0.000
1610,Foil,Veterans,2016/2017,19,0.000
1610,Foil,Veterans,2016/2017,19,0.000
1610,Foil,Veterans,2017/2018,43,0.000
1610,Foil,Veterans,2017/2018,43,0.000
1633,Foil,Senior,2002/2003,47,4.000
1633,Foil,Senior,2003/2004,66,16.000
1633,Foil,Senior,2004/2005,153,4.000
1633,Foil,Senior,2005/2006,51,32.000
1633,Foil,Senior,2006/2007,56,28.000
1633,Foil,Senior,2007/2008,84,28.000
1633,Foil,Senior,2008/2009,145,8.000
1633,Foil,Senior,2009/2010,126,10.000
1633,Foil,Senior,2010/2011,247,2.000
1633,Foil,Senior,2011/2012,277,0.000
1633,Foil,Senior,2013/2014,286,0.000
1633,Foil,Senior,2014/2015,359,0.000
1633,Foil,Senior,2019/2020,310,0.250
1633,Foil,Senior,2020/2021,308,0.250
1633,Foil,Senior,2021/2022,305,0.250
1697,Sabre,Senior,2002/2003,52,4.000
1697,Sabre,Senior,2002/2003,52,4.000
1697,Sabre,Senior,2003/2004,99,5.000
1697,Sabre,Senior,2003/2004,99,5.000
1697,Sabre,Senior,2005/2006,65,22.000
1697,Sabre,Senior,2005/2006,65,22.000
1697,Sabre,Senior,2006/2007,135,6.000
1697,Sabre,Senior,2006/2007,135,6.000
1697,Sabre,Senior,2007/2008,344,0.000
1697,Sabre,Senior,2007/2008,344,0.000
1697,Sabre,Senior,2008/2009,150,8.000
1697,Sabre,Senior,2008/2009,150,8.000
1697,Sabre,Senior,2009/2010,179,6.000
1697,Sabre,Senior,2009/2010,179,6.000
1697,Sabre,Senior,2010/2011,188,6.000
1697,Sabre,Senior,2010/2011,188,6.000
1697,Sabre,Senior,2011/2012,261,0.000
1697,Sabre,Senior,2011/2012,261,0.000
1835,Foil,Junior,2004/2005,147,6.000
1835,Foil,Junior,2004/2005,147,6.000
1835,Foil,Junior,2005/2006,150,8.000
1835,Foil,Junior,2005/2006,150,8.000
1835,Foil,Junior,2006/2007,23,56.000
1835,Foil,Junior,2006/2007,23,56.000
1835,Foil,Senior,2005/2006,243,2.000
1835,Foil,Senior,2005/2006,243,2.000
1835,Foil,Senior,2016/2017,302,0.000
1835,Foil,Senior,2016/2017,302,0.000
2301,Foil,Senior,2005/2006,246,1.000
2301,Foil,Senior,2005/2006,246,1.000
2301,Foil,Senior,2006/2007,258,1.000
2301,Foil,Senior,2006/2007,258,1.000
2301,Foil,Senior,2007/2008,276,1.000
2301,Foil,Senior,2007/2008,276,1.000
2301,Foil,Senior,2010/2011,277,0.000
2301,Foil,Senior,2010/2011,277,0.000
2301,Foil,Senior,2011/2012,193,0.000
2301,Foil,Senior,2011/2012,193,0.000
2301,Foil,Senior,2012/2013,196,0.000
2301,Foil,Senior,2012/2013,196,0.000
2301,Foil,Senior,2013/2014,213,0.000
2301,Foil,Senior,2013/2014,213,0.000
2301,Foil,Senior,2014/2015,206,0.000
2301,Foil,Senior,2014/2015,206,0.000
2301,Foil,Senior,2015/2016,263,0.000
2301,Foil,Senior,2015/2016,263,0.000
2301,Foil,Senior,2018/2019,373,0.000
2301,Foil,Senior,2018/2019,373,0.000
2301,Foil,Senior,2019/2020,387,0.000
2301,Foil,Senior,2019/2020,387,0.000
2301,Foil,Senior,2020/2021,544,0.000
2301,Foil,Senior,2020/2021,544,0.000
2301,Foil,Senior,2021/2022,489,0.000
2301,Foil,Senior,2021/2022,489,0.000
2469,Foil,Senior,2015/2016,276,0.000
2469,Foil,Senior,2016/2017,373,0.000
2680,Epee,Senior,2009/2010,423,0.000
2680,Epee,Senior,2009/2010,423,0.000
2680,Epee,Veterans,2016/2017,1,0.000
2680,Epee,Veterans,2016/2017,1,0.000
2680,Epee,Veterans,2017/2018,7,0.000
2680,Epee,Veterans,2017/2018,7,0.000
2696,Sabre,Veterans,2016/2017,40,0.000
2696,Sabre,Veterans,2016/2017,40,0.000
2696,Sabre,Veterans,2016/2017,40,0.000
2696,Sabre,Veterans,2017/2018,51,0.000
2696,Sabre,Veterans,2017/2018,51,0.000
2696,Sabre,Veterans,2017/2018,51,0.000
2839,Foil,Junior,2003/2004,34,34.000
2839,Foil,Junior,2004/2005,5,98.000
2839,Foil,Senior,2003/2004,120,5.000
2839,Foil,Senior,2004/2005,98,9.000
2839,Foil,Senior,2005/2006,168,4.000
2839,Foil,Senior,2006/2007,148,4.000
2839,Foil,Senior,2007/2008,201,4.000
2839,Foil,Senior,2008/2009,142,8.000
2839,Foil,Senior,2009/2010,130,10.000
2839,Foil,Senior,2010/2011,29,78.000
2839,Foil,Senior,2011/2012,41,38.000
2839,Foil,Senior,2012/2013,33,49.000
2839,Foil,Senior,2013/2014,41,34.000
2839,Foil,Senior,2014/2015,32,51.000
2839,Foil,Senior,2015/2016,45,31.000
2839,Foil,Senior,2016/2017,37,43.000
2860,Foil,Junior,2003/2004,7,90.000
2860,Foil,Senior,2003/2004,87,11.000
2860,Foil,Senior,2004/2005,48,28.000
2860,Foil,Senior,2005/2006,54,30.000
2860,Foil,Senior,2006/2007,47,36.000
2860,Foil,Senior,2007/2008,80,30.000
2860,Foil,Senior,2008/2009,54,44.000
2860,Foil,Senior,2009/2010,16,99.999
2860,Foil,Senior,2010/2011,11,99.999
2860,Foil,Senior,2011/2012,19,66.000
2860,Foil,Senior,2012/2013,5,99.999
2860,Foil,Senior,2013/2014,9,99.999
2860,Foil,Senior,2014/2015,17,79.000
2860,Foil,Senior,2015/2016,12,94.000
2860,Foil,Senior,2016/2017,8,121.000
2860,Foil,Senior,2017/2018,11,93.000
2860,Foil,Senior,2018/2019,28,58.000
2860,Foil,Senior,2020/2021,88,17.000
2860,Foil,Senior,2021/2022,85,17.500
2928,Foil,Senior,2003/2004,45,31.000
2928,Foil,Senior,2004/2005,47,29.000
2928,Foil,Senior,2005/2006,8,99.999
2928,Foil,Senior,2006/2007,13,99.999
2928,Foil,Senior,2007/2008,58,54.000
2928,Foil,Senior,2008/2009,7,99.999
2928,Foil,Senior,2009/2010,17,99.999
2928,Foil,Senior,2010/2011,6,99.999
2928,Foil,Senior,2011/2012,8,99.999
2928,Foil,Senior,2012/2013,7,99.999
2928,Foil,Senior,2013/2014,15,98.000
2928,Foil,Senior,2014/2015,20,70.000
2928,Foil,Senior,2015/2016,130,6.000
2939,Sabre,Veterans,2016/2017,7,0.000
2939,Sabre,Veterans,2016/2017,7,0.000
2939,Sabre,Veterans,2017/2018,17,0.000
2939,Sabre,Veterans,2017/2018,17,0.000
3046,Foil,Veterans,2016/2017,64,0.000
3046,Foil,Veterans,2017/2018,46,0.000
3048,Foil,Veterans,2016/2017,58,0.000
3048,Foil,Veterans,2016/2017,58,0.000
3048,Foil,Veterans,2017/2018,64,0.000
3048,Foil,Veterans,2017/2018,64,0.000
3152,Epee,Veterans,2017/2018,13,0.000
3152,Epee,Veterans,2017/2018,13,0.000
3203,Foil,Veterans,2016/2017,40,0.000
3301,Sabre,Veterans,2016/2017,7,0.000
3301,Sabre,Veterans,2016/2017,7,0.000
3301,Sabre,Veterans,2016/2017,7,0.000
3301,Sabre,Veterans,2017/2018,22,0.000
3301,Sabre,Veterans,2017/2018,22,0.000
3301,Sabre,Veterans,2017/2018,22,0.000
3303,Epee,Veterans,2017/2018,55,0.000
3303,Epee,Veterans,2017/2018,55,0.000
3373,Foil,Junior,2003/2004,89,10.000
3373,Foil,Junior,2004/2005,103,10.000
3373,Foil,Junior,2005/2006,231,2.000
3373,Foil,Junior,2006/2007,80,14.000
3373,Foil,Junior,2008/2009,196,2.000
3373,Foil,Senior,2006/2007,404,0.000
3373,Foil,Senior,2013/2014,171,2.000
3373,Foil,Senior,2014/2015,315,0.000
3373,Foil,Senior,2015/2016,357,0.000
3473,Foil,Junior,2003/2004,25,42.000
3473,Foil,Junior,2004/2005,15,60.000
3473,Foil,Junior,2005/2006,14,66.000
3473,Foil,Junior,2006/2007,11,86.000
3473,Foil,Junior,2007/2008,2,99.999
3473,Foil,Senior,2005/2006,48,34.000
3473,Foil,Senior,2006/2007,108,12.000
3473,Foil,Senior,2007/2008,93,22.000
3473,Foil,Senior,2008/2009,153,6.000
3473,Foil,Senior,2009/2010,60,32.000
3473,Foil,Senior,2010/2011,42,56.000
3473,Foil,Senior,2011/2012,70,20.000
3473,Foil,Senior,2012/2013,73,16.000
3473,Foil,Senior,2013/2014,42,34.000
3473,Foil,Senior,2014/2015,41,38.000
3473,Foil,Senior,2015/2016,77,20.000
3473,Foil,Senior,2016/2017,368,0.000
3498,Foil,Veterans,2016/2017,34,0.000
3498,Foil,Veterans,2017/2018,31,0.000
3565,Sabre,Veterans,2016/2017,1,0.000
3565,Sabre,Veterans,2016/2017,1,0.000
3565,Sabre,Veterans,2016/2017,1,0.000
3565,Sabre,Veterans,2017/2018,7,0.000
3565,Sabre,Veterans,2017/2018,7,0.000
3565,Sabre,Veterans,2017/2018,7,0.000
3849,Foil,Veterans,2016/2017,25,0.000
3849,Foil,Veterans,2017/2018,61,0.000
3873,Foil,Senior,2003/2004,61,19.000
3873,Foil,Senior,2004/2005,43,29.000
3873,Foil,Senior,2005/2006,27,66.000
3873,Foil,Senior,2006/2007,25,74.000
3873,Foil,Senior,2007/2008,40,64.000
3873,Foil,Senior,2008/2009,19,99.999
3873,Foil,Senior,2009/2010,9,99.999
3873,Foil,Senior,2010/2011,12,99.999
3873,Foil,Senior,2011/2012,29,46.000
3873,Foil,Senior,2012/2013,41,38.000
3873,Foil,Senior,2013/2014,23,65.000
3873,Foil,Senior,2014/2015,23,64.000
3873,Foil,Senior,2015/2016,165,4.000
3894,Sabre,Veterans,2016/2017,34,0.000
3894,Sabre,Veterans,2017/2018,29,0.000
3903,Foil,Junior,2003/2004,10,82.000
3903,Foil,Junior,2004/2005,1,99.999
3903,Foil,Senior,2004/2005,114,7.000
3903,Foil,Senior,2005/2006,288,0.000
3903,Foil,Senior,2006/2007,21,92.000
3903,Foil,Senior,2007/2008,8,99.999
3903,Foil,Senior,2008/2009,4,99.999
3903,Foil,Senior,2009/2010,11,99.999
3903,Foil,Senior,2010/2011,30,76.000
3903,Foil,Senior,2011/2012,23,58.000
3903,Foil,Senior,2012/2013,14,94.000
3903,Foil,Senior,2013/2014,3,99.999
3903,Foil,Senior,2014/2015,16,79.000
3903,Foil,Senior,2015/2016,25,62.000
3903,Foil,Senior,2016/2017,14,90.000
3903,Foil,Senior,2017/2018,29,50.000
3903,Foil,Senior,2019/2020,105,13.500
3903,Foil,Senior,2020/2021,73,20.000
3903,Foil,Senior,2021/2022,84,18.000
4103,Foil,Senior,2003/2004,46,30.000
4103,Foil,Senior,2004/2005,57,20.000
4103,Foil,Senior,2006/2007,82,16.000
4103,Foil,Senior,2007/2008,136,10.000
4103,Foil,Senior,2008/2009,137,8.000
4103,Foil,Senior,2014/2015,69,21.000
4103,Foil,Senior,2015/2016,106,10.000
4103,Foil,Senior,2016/2017,118,6.500
4103,Foil,Senior,2017/2018,98,12.000
4103,Foil,Senior,2019/2020,284,0.500
4103,Foil,Senior,2020/2021,293,0.500
4103,Foil,Senior,2021/2022,290,0.500
4121,Foil,Senior,2002/2003,3,40.000
4121,Foil,Senior,2003/2004,20,62.000
4121,Foil,Senior,2004/2005,14,95.000
4121,Foil,Senior,2005/2006,3,99.999
4121,Foil,Senior,2006/2007,8,99.999
4121,Foil,Senior,2007/2008,11,99.999
4121,Foil,Senior,2008/2009,13,99.999
4121,Foil,Senior,2010/2011,72,32.000
4121,Foil,Senior,2011/2012,32,44.000
4121,Foil,Senior,2012/2013,77,15.000
4121,Foil,Senior,2013/2014,21,66.000
4121,Foil,Senior,2014/2015,38,44.000
4121,Foil,Senior,2015/2016,29,57.000
4121,Foil,Senior,2016/2017,39,41.000
4121,Foil,Senior,2017/2018,70,20.000
4121,Foil,Senior,2018/2019,194,3.500
4164,Foil,Senior,2002/2003,3,40.000
4164,Foil,Senior,2003/2004,5,99.999
4164,Foil,Senior,2004/2005,4,99.999
4164,Foil,Senior,2005/2006,7,99.999
4164,Foil,Senior,2006/2007,10,99.999
4164,Foil,Senior,2007/2008,3,99.999
4164,Foil,Senior,2008/2009,11,99.999
4164,Foil,Senior,2010/2011,18,99.999
4164,Foil,Senior,2011/2012,9,99.999
4164,Foil,Senior,2012/2013,15,94.000
4164,Foil,Senior,2013/2014,17,82.000
4164,Foil,Senior,2015/2016,21,68.000
4164,Foil,Senior,2016/2017,20,79.000
4164,Foil,Senior,2017/2018,27,56.000
4164,Foil,Senior,2018/2019,38,44.000
4164,Foil,Senior,2019/2020,50,32.500
4164,Foil,Senior,2020/2021,28,52.000
4164,Foil,Senior,2021/2022,29,52.000
4181,Epee,Senior,2018/2019,476,0.000
4181,Epee,Senior,2019/2020,420,0.000
4181,Epee,Senior,2020/2021,652,0.000
4181,Epee,Senior,2021/2022,796,0.000
4181,Foil,Senior,2005/2006,235,2.000
4181,Foil,Senior,2006/2007,130,6.000
4181,Foil,Senior,2007/2008,94,20.000
4181,Foil,Senior,2008/2009,186,4.000
4181,Foil,Senior,2009/2010,79,24.000
4181,Foil,Senior,2010/2011,105,16.000
4181,Foil,Senior,2013/2014,310,0.000
4181,Foil,Senior,2014/2015,355,0.000
4181,Foil,Senior,2015/2016,304,0.000
4243,Foil,Senior,2003/2004,21,62.000
4243,Foil,Senior,2004/2005,7,99.999
4243,Foil,Senior,2005/2006,15,99.999
4243,Foil,Senior,2006/2007,39,56.000
4243,Foil,Senior,2007/2008,14,99.999
4243,Foil,Senior,2008/2009,16,99.999
4243,Foil,Senior,2009/2010,10,99.999
4243,Foil,Senior,2010/2011,21,90.000
4243,Foil,Senior,2011/2012,27,53.000
4243,Foil,Senior,2012/2013,52,26.000
4243,Foil,Senior,2013/2014,33,41.000
4243,Foil,Senior,2014/2015,43,35.000
4243,Foil,Senior,2015/2016,17,77.000
4243,Foil,Senior,2016/2017,92,13.000
4243,Foil,Senior,2018/2019,240,2.500
4244,Foil,Senior,2002/2003,46,4.000
4244,Foil,Senior,2003/2004,37,39.000
4244,Foil,Senior,2004/2005,52,24.000
4244,Foil,Senior,2005/2006,25,70.000
4244,Foil,Senior,2006/2007,35,58.000
4244,Foil,Senior,2007/2008,96,20.000
4244,Foil,Senior,2008/2009,132,8.000
4244,Foil,Senior,2009/2010,25,76.000
4244,Foil,Senior,2010/2011,45,52.000
4244,Foil,Senior,2011/2012,118,8.000
4244,Foil,Senior,2012/2013,171,2.000
4244,Foil,Senior,2013/2014,31,44.000
4244,Foil,Senior,2014/2015,85,13.000
4244,Foil,Senior,2015/2016,190,2.000
4244,Foil,Senior,2016/2017,154,5.500
4405,Foil,Junior,2003/2004,3,99.999
4405,Foil,Junior,2004/2005,6,96.000
4405,Foil,Senior,2003/2004,123,4.000
4405,Foil,Senior,2004/2005,124,6.000
4405,Foil,Senior,2005/2006,121,8.000
4405,Foil,Senior,2006/2007,102,12.000
4405,Foil,Senior,2007/2008,196,4.000
4405,Foil,Senior,2008/2009,148,6.000
4405,Foil,Senior,2010/2011,73,30.000
4405,Foil,Senior,2011/2012,172,2.000
4405,Foil,Senior,2012/2013,240,0.000
4405,Foil,Senior,2013/2014,153,4.000
4405,Foil,Senior,2014/2015,108,8.000
4405,Foil,Senior,2015/2016,76,20.000
4405,Foil,Senior,2016/2017,216,1.500
4405,Foil,Senior,2017/2018,133,7.000
4405,Foil,Senior,2018/2019,120,11.000
4405,Foil,Senior,2019/2020,86,16.000
4405,Foil,Senior,2020/2021,171,5.500
4405,Foil,Senior,2021/2022,171,5.500
4437,Foil,Junior,2003/2004,53,22.000
4437,Foil,Senior,2003/2004,84,11.000
4437,Foil,Senior,2004/2005,31,37.000
4437,Foil,Senior,2005/2006,18,99.999
4437,Foil,Senior,2006/2007,20,94.000
4437,Foil,Senior,2007/2008,56,54.000
4437,Foil,Senior,2008/2009,30,90.000
4437,Foil,Senior,2009/2010,23,96.000
4437,Foil,Senior,2010/2011,54,44.000
4437,Foil,Senior,2011/2012,53,28.000
4437,Foil,Senior,2012/2013,56,23.000
4437,Foil,Senior,2013/2014,70,21.000
4437,Foil,Senior,2014/2015,37,44.000
4437,Foil,Senior,2015/2016,59,25.000
4437,Foil,Senior,2016/2017,67,23.000
4437,Foil,Senior,2017/2018,37,42.000
4437,Foil,Senior,2018/2019,150,7.000
4464,Foil,Senior,2003/2004,119,5.000
4464,Foil,Senior,2004/2005,21,78.000
4464,Foil,Senior,2005/2006,6,99.999
4464,Foil,Senior,2006/2007,9,99.999
4464,Foil,Senior,2007/2008,22,99.999
4464,Foil,Senior,2008/2009,55,42.000
4464,Foil,Senior,2009/2010,5,99.999
4464,Foil,Senior,2010/2011,3,99.999
4464,Foil,Senior,2011/2012,1,99.999
4464,Foil,Senior,2012/2013,2,99.999
4464,Foil,Senior,2013/2014,4,99.999
4464,Foil,Senior,2014/2015,2,99.999
4464,Foil,Senior,2015/2016,1,99.999
4464,Foil,Senior,2016/2017,3,218.000
4464,Foil,Senior,2019/2020,3,197.000
4464,Foil,Senior,2020/2021,3,197.000
4464,Foil,Senior,2021/2022,2,193.000
4480,Foil,Junior,2003/2004,6,92.000
4480,Foil,Junior,2004/2005,4,99.999
4480,Foil,Junior,2005/2006,6,99.999
4480,Foil,Senior,2003/2004,82,12.000
4480,Foil,Senior,2004/2005,55,21.000
4480,Foil,Senior,2005/2006,45,38.000
4480,Foil,Senior,2006/2007,29,70.000
4480,Foil,Senior,2007/2008,75,30.000
4480,Foil,Senior,2008/2009,34,80.000
4480,Foil,Senior,2009/2010,28,66.000
4480,Foil,Senior,2010/2011,23,88.000
4480,Foil,Senior,2011/2012,34,44.000
4480,Foil,Senior,2012/2013,27,60.000
4480,Foil,Senior,2013/2014,22,66.000
4480,Foil,Senior,2014/2015,51,30.000
4480,Foil,Senior,2015/2016,159,5.000
4480,Foil,Senior,2016/2017,94,12.000
4485,Foil,Junior,2003/2004,47,26.000
4485,Foil,Junior,2004/2005,9,74.000
4485,Foil,Junior,2005/2006,4,99.999
4485,Foil,Senior,2005/2006,125,6.000
4485,Foil,Senior,2006/2007,101,12.000
4485,Foil,Senior,2007/2008,55,54.000
4485,Foil,Senior,2008/2009,78,22.000
4485,Foil,Senior,2009/2010,109,14.000
4485,Foil,Senior,2010/2011,64,34.000
4485,Foil,Senior,2011/2012,157,4.000
4485,Foil,Senior,2012/2013,74,16.000
4485,Foil,Senior,2013/2014,7,99.999
4485,Foil,Senior,2014/2015,27,56.000
4485,Foil,Senior,2015/2016,41,34.000
4485,Foil,Senior,2016/2017,34,44.000
4485,Foil,Senior,2017/2018,114,10.000
4485,Foil,Senior,2018/2019,171,6.000
4485,Foil,Senior,2019/2020,267,0.750
4629,Foil,Junior,2003/2004,1,99.999
4629,Foil,Senior,2003/2004,53,24.000
4629,Foil,Senior,2004/2005,26,61.000
4629,Foil,Senior,2005/2006,31,60.000
