competition_ID,season,name,category,country,start_date,end_date,weapon,gender,timezone,url,unique_ID,missing_results_flag
243,2006,Championnats du Monde,Senior,ITALY,2006-09-30,2006-10-01,Foil,Womens,Europe/Rome,https://fie.org/competitions/2006/243,2006-243,no pools data
122,2007,Coupe du Monde,Senior,CHINA,2007-05-12,2007-05-13,Foil,Womens,Asia/Hong_Kong,https://fie.org/competitions/2007/122,2007-122,no pools data
130,2003,Coupe du Monde,Senior,USA,2003-06-13,2003-06-14,Foil,Womens,America/New_York,https://fie.org/competitions/2003/130,2003-130,no pools data
118,2008,Fleuret de St-Petersbourg,Senior,RUSSIA,2008-03-05,2008-03-06,Foil,Womens,Europe/Moscow,https://fie.org/competitions/2008/118,2008-118,no pools data
35,2009,Stadtwerke-Pokal,Junior,GERMANY,2008-12-13,2008-12-13,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2009/35,2009-35,no pools data
129,2009,Coupe du Monde,Senior,ITALY,2009-03-21,2009-03-22,Foil,Womens,Europe/Rome,https://fie.org/competitions/2009/129,2009-129,no pools data
457,2007,World Cup,Senior,EGYPT,2007-05-25,2007-05-26,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2007/457,2007-457,no pools data
225,2021,Championnats du monde juniors-cadets,Junior,EGYPT,2021-04-06,2021-04-06,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2021/225,2021-225,
586,2018,Championnats d'Afrique,Senior,TUNISIA,2018-06-07,2018-06-07,Foil,Womens,Africa/Tunis,https://fie.org/competitions/2018/586,2018-586,
812,2013,Championnats Panaméricains Juniors,Junior,PUERTO RICO,2013-02-07,2013-02-07,Foil,Womens,America/Puerto_Rico,https://fie.org/competitions/2013/812,2013-812,no pools data
1061,2021,Championnats de qualification - Afrique,Senior,EGYPT,2021-04-23,2021-04-23,Foil,Womens,Africa/Cairo,https://fie.org/competitions/2021/1061,2021-1061,
315,2003,Championnats d'Escrime du Commonwealth,Senior,AUSTRALIA,2002-11-19,2002-11-24,Foil,Womens,Europe/London,https://fie.org/competitions/2003/315,2003-315,no pools data
444,2005,Candidature A,Junior,CROATIA,2005-03-19,2005-03-19,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2005/444,2005-444,no pools data
243,1960,Jeux Olympiques,Senior,ITALY,1960-08-25,1960-09-12,Foil,Womens,Europe/Rome,https://fie.org/competitions/1960/243,1960-243,no pools data
243,2016,Jeux Olympiques,Senior,BRAZIL,2016-08-10,2016-08-10,Foil,Womens,America/Sao_Paulo,https://fie.org/competitions/2016/243,2016-243,no pools data
397,2005,Tournoi satellite fleuret féminin,Senior,DENMARK,2005-03-19,2005-03-20,Foil,Womens,Europe/Copenhagen,https://fie.org/competitions/2005/397,2005-397,no pools data
1281,2015,Tournoi satellite fleuret féminin,Senior,DENMARK,2015-05-10,2015-05-10,Foil,Womens,Europe/Copenhagen,https://fie.org/competitions/2015/1281,2015-1281,
444,2010,Coupe du Monde,Junior,CROATIA,2010-02-20,2010-02-20,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2010/444,2010-444,no pools data
1230,2018,Tournoi satellite,Senior,SPAIN,2018-02-24,2018-02-25,Foil,Womens,Europe/Madrid,https://fie.org/competitions/2018/1230,2018-1230,
225,2006,Champ du monde juniors-cadets,Junior,KOREA,2006-04-12,2006-04-12,Foil,Womens,Asia/Seoul,https://fie.org/competitions/2006/225,2006-225,no pools data
225,1979,Championnats du Monde,Junior,USA,1979-04-12,1979-04-16,Foil,Womens,America/New_York,https://fie.org/competitions/1979/225,1979-225,no pools data
243,2009,Championnats du Monde,Senior,TURKEY,2009-10-01,2009-10-04,Foil,Womens,Europe/Istanbul,https://fie.org/competitions/2009/243,2009-243,no pools data
1105,2013,Championnats du monde vétérans,Veterans,BULGARIA,2013-10-01,2013-10-06,Foil,Womens,Europe/Sofia,https://fie.org/competitions/2013/1105,2013-1105,no pools data
225,1975,Championnats du Monde,Junior,MEXICO,1975-03-28,1975-03-31,Foil,Womens,America/Mexico_City,https://fie.org/competitions/1975/225,1975-225,no pools data
37,2005,Coupe du Monde,Junior,POLAND,2004-12-04,2004-12-04,Foil,Womens,Europe/Warsaw,https://fie.org/competitions/2005/37,2005-37,no pools data
127,2011,Reinhold-Würth-Cup,Senior,GERMANY,2011-02-11,2011-02-12,Foil,Womens,Europe/Berlin,https://fie.org/competitions/2011/127,2011-127,no pools data
1299,2016,Championnats d'Afrique,Cadet,MALI,2016-03-02,2016-03-02,Foil,Womens,Africa/Bamako,https://fie.org/competitions/2016/1299,2016-1299,
458,2005,The Artus Court PKO BP,Senior,POLAND,2005-04-29,2005-04-30,Foil,Womens,Europe/Warsaw,https://fie.org/competitions/2005/458,2005-458,no pools data
939,2012,Championnats d'Europe Cadets,Cadet,CROATIA,2012-03-01,2012-03-10,Foil,Womens,Europe/Zagreb,https://fie.org/competitions/2012/939,2012-939,no pools data
